Energy_kcal,Protein_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
359.0,11.77,72.63,0.51,4.4,0.0,0.092,0.0,0.0,0.31,0.0,0.74,801.0,0.211,29.75,45.0,1.347,167.0,0.0,1.35
56.0,1.65,11.16,0.07,0.4,0.0,0.033,0.0,0.0,0.03,36.0,0.055,125.0,0.042,4.7,8.0,0.227,27.0,0.0,0.26
55.0,1.95,10.67,2.98,1.5,0.0,0.02,0.0,0.0,0.04,41.0,0.097,126.0,0.044,4.88,8.0,0.236,28.0,0.0,0.25
386.0,5.09,78.19,21.39,11.2,426.0,1.42,4.3,17.1,1.74,472.0,1.1,714.0,0.154,12.89,57.0,0.0,357.0,6.9,10.69
379.0,21.75,60.53,0.0,9.9,1770.0,0.69,1.5,0.0,0.36,0.0,1.93,600.0,0.61,22.0,220.0,1.6,530.0,14.5,23.0
366.0,5.6,82.8,21.2,10.2,522.0,1.852,5.6,22.2,0.93,1246.0,1.4,370.0,0.126,30.0,30.0,0.0,74.0,8.5,13.9
381.0,5.8,84.19,32.2,5.9,534.0,1.85,5.59,55.6,0.79,1246.0,1.39,370.0,0.194,16.7,30.0,0.0,222.0,13.1,13.89
381.0,6.5,81.2,29.9,10.6,725.0,2.26,6.8,68.0,0.53,755.0,1.69,18.0,0.38,26.1,61.0,3.171,175.0,31.6,1.4
383.0,5.4,85.5,25.0,4.3,498.0,1.78,4.3,17.1,0.52,594.0,1.29,357.0,0.122,19.29,29.0,0.0,214.0,10.5,13.39
375.0,13.1,74.8,18.0,11.3,0.0,1.35,4.0,1.0,0.0,444.0,1.0,40.0,0.0,0.0,75.0,0.0,237.0,0.0,1.6
410.0,5.7,83.3,41.6,3.9,0.0,1.83,5.4,65.0,0.0,595.0,1.46,26.0,0.0,15.7,13.0,0.0,57.0,0.0,5.6
368.0,18.0,66.69,21.7,15.8,0.0,0.0,0.0,1.0,0.0,0.0,0.14,111.0,0.0,3.59,64.0,0.0,203.0,0.0,0.6
365.0,11.6,78.5,15.69,13.2,0.0,6.05,18.0,91.0,61.0,0.0,0.38,55.0,0.0,3.09,26.0,0.0,97.0,0.0,0.89
350.0,10.7,80.8,16.9,10.7,0.0,0.3,0.0,0.0,0.0,0.0,0.34,37.0,0.2,2.8,108.0,3.2,275.0,0.0,2.6
375.0,5.5,84.69,33.09,6.1,506.0,1.78,5.4,53.6,0.53,1201.0,1.29,357.0,0.166,16.1,57.0,0.0,214.0,11.0,13.39
380.0,5.8,83.5,34.09,6.2,533.0,1.85,5.59,55.6,0.59,1246.0,1.39,370.0,0.245,16.7,59.0,0.0,222.0,13.2,13.89
412.0,4.8,81.1,26.2,2.0,0.0,1.667,5.0,20.0,0.0,0.0,1.3,333.0,0.0,27.0,27.0,0.0,133.0,0.0,12.5
403.0,5.0,82.4,26.1,2.4,749.0,1.66,5.0,20.0,1.51,1131.0,1.29,333.0,0.211,27.0,27.0,0.0,67.0,13.8,12.5
344.0,5.8,82.69,20.79,19.1,298.0,1.0,3.0,12.0,1.17,1347.0,0.8,200.0,0.252,28.79,64.0,0.0,200.0,23.8,7.5
321.0,8.4,81.7,20.3,15.0,0.0,1.0,2.5,0.0,0.0,0.0,0.6,0.0,0.0,29.8,67.0,0.0,250.0,0.0,2.5
323.0,7.69,83.8,17.79,19.2,0.0,1.92,2.9,11.5,0.62,1294.0,0.69,192.0,0.35,31.2,77.0,0.0,192.0,35.0,14.39
317.0,6.19,83.3,25.7,18.2,0.0,0.9,2.7,0.4,0.58,296.0,0.69,182.0,0.364,8.19,58.0,0.0,182.0,30.5,6.8
375.0,7.5,81.2,24.0,10.3,750.0,2.33,7.0,70.0,0.44,781.0,1.75,30.0,0.312,27.0,67.0,2.675,191.0,29.2,1.5
363.0,6.9,86.3,26.7,8.6,745.0,2.33,7.0,70.0,0.0,781.0,1.75,18.0,0.338,27.0,55.0,0.0,164.0,25.9,1.3
376.0,10.2,78.0,19.2,12.2,0.0,0.11,0.0,26.0,0.0,3.0,0.11,343.0,0.0,2.8,37.0,0.0,75.0,0.0,0.5
322.0,7.5,83.09,23.39,18.9,0.0,0.07,0.0,6.0,0.0,11.0,0.28,35.0,0.0,3.2,87.0,0.0,188.0,0.0,1.6
355.0,10.8,82.5,14.8,9.5,0.0,0.23,0.0,0.0,6.03,28.0,0.31,42.0,0.0,2.9,112.0,0.0,260.0,0.0,2.1
332.0,7.8,82.0,20.29,17.9,6.0,0.03,0.0,0.0,44.22,15.0,0.31,29.0,0.201,3.0,79.0,0.0,171.0,19.2,1.39
354.0,9.4,81.9,21.8,28.0,0.0,2.2,6.6,47.0,42.3,731.0,1.64,45.0,0.0,25.3,11.0,0.0,12.0,0.0,4.7
362.0,7.8,85.0,26.4,8.6,0.0,2.4,7.2,72.0,0.0,808.0,1.81,18.0,0.0,27.9,78.0,0.0,230.0,0.0,1.9
374.0,5.9,84.6,37.1,7.1,0.0,1.9,5.6,22.0,0.0,616.0,1.39,31.0,0.0,16.7,7.0,0.0,41.0,0.0,5.6
385.0,6.7,83.3,33.5,2.4,0.0,1.61,4.8,20.0,0.0,530.0,1.21,20.0,0.0,14.5,24.0,0.0,62.0,0.0,0.6
349.0,8.8,84.6,22.5,10.8,0.0,0.93,2.8,0.0,0.67,616.0,0.69,36.0,0.0,30.0,83.0,0.0,354.0,0.0,2.8
352.0,8.6,84.8,22.7,10.2,0.0,0.91,2.7,0.0,0.67,606.0,0.68,26.0,0.0,29.5,81.0,0.0,346.0,0.0,2.7
342.0,8.8,82.1,17.8,10.6,0.0,0.91,2.7,0.0,0.67,606.0,0.68,34.0,0.0,29.5,83.0,0.0,359.0,0.0,2.7
402.0,4.41,85.14,43.82,2.5,0.0,2.12,0.0,0.1,0.42,0.0,1.6,11.0,0.0,19.6,54.0,0.0,167.0,0.0,15.42
418.0,9.21,74.73,27.43,9.9,0.0,0.193,0.14,3.1,1.63,0.0,0.34,98.0,0.0,2.47,106.0,0.0,334.0,0.0,2.44
373.0,9.17,78.86,24.9,6.3,0.0,1.795,0.0,0.0,0.56,0.0,1.346,349.0,0.0,28.69,91.0,0.0,389.0,0.0,13.47
395.0,4.6,87.1,44.18,2.6,0.0,2.395,0.0,0.4,0.63,0.0,1.798,11.0,0.0,21.57,56.0,0.0,170.0,0.0,17.98
354.0,8.5,81.4,22.29,10.9,0.0,0.88,3.0,0.0,0.0,594.0,0.67,33.0,0.0,28.89,90.0,0.0,335.0,0.0,2.7
380.0,11.3,78.04,16.82,8.3,0.0,0.88,0.0,11.5,0.0,0.0,0.687,201.0,0.0,29.0,115.0,0.0,371.0,0.0,7.18
394.0,7.9,81.8,20.7,7.8,527.0,0.9,2.7,0.0,0.94,594.0,0.7,33.0,0.3,28.9,75.0,0.0,232.0,7.3,6.7
410.0,8.19,76.19,27.1,5.5,0.0,1.61,4.8,19.4,0.0,0.0,1.2,323.0,0.0,14.5,52.0,0.0,194.0,0.0,14.5
382.0,6.2,83.3,26.1,5.8,0.0,1.667,5.0,20.0,0.0,0.0,1.3,333.0,0.0,15.0,33.0,0.0,167.0,0.0,12.5
378.0,8.5,80.7,27.9,7.0,554.0,1.852,5.6,22.2,0.31,994.0,1.4,296.0,0.282,16.7,59.0,0.0,222.0,21.1,13.9
358.0,11.26,69.45,11.91,8.8,0.0,1.37,0.0,0.3,0.56,0.0,0.9,313.0,0.0,12.0,116.0,0.0,391.0,0.0,2.62
367.0,16.0,67.0,1.0,9.8,0.0,0.12,0.0,0.0,0.47,0.0,0.73,52.0,0.0,4.2,148.0,0.0,474.0,0.0,3.07
376.0,10.16,71.57,17.66,8.3,0.0,0.98,0.03,0.1,0.64,0.0,1.447,246.0,0.0,12.13,103.0,0.0,359.0,0.0,2.3
358.0,10.29,72.17,17.78,9.7,0.0,1.42,0.0,1.3,0.49,0.0,1.065,355.0,0.0,12.77,104.0,0.0,357.0,0.0,2.39
364.0,6.4,83.0,18.2,8.3,868.0,2.72,6.4,27.3,0.0,1429.0,2.29,455.0,0.12,38.2,49.0,0.0,182.0,13.1,18.2
369.0,8.9,82.5,22.1,6.2,0.0,0.01,0.0,0.0,0.45,2.0,0.01,27.0,0.0,0.5,11.0,0.0,47.0,0.0,0.1
374.0,8.5,83.09,22.6,6.0,0.0,0.01,0.0,0.0,0.0,2.0,0.01,20.0,0.0,0.4,6.0,0.0,40.0,0.0,0.2
364.0,7.7,82.8,22.2,7.1,0.0,0.52,0.0,4.0,0.67,23.0,0.32,0.0,0.0,2.6,106.0,0.0,256.0,0.0,1.8
371.0,7.8,83.3,22.1,6.1,0.0,0.52,0.0,0.0,0.0,16.0,0.32,0.0,0.0,2.6,105.0,0.0,259.0,0.0,1.8
362.0,22.1,62.59,18.6,16.8,0.0,0.0,0.0,1.0,0.0,0.0,0.11,135.0,0.0,4.59,73.0,0.0,228.0,0.0,0.6
248.0,4.8,85.19,10.8,38.5,0.0,1.66,5.0,20.0,0.0,0.0,1.29,1000.0,0.0,15.0,53.0,0.0,333.0,0.0,12.5
397.0,7.0,76.1,35.7,9.9,0.0,1.61,4.8,48.0,0.0,441.0,1.21,61.0,0.0,14.5,40.0,0.0,102.0,0.0,5.0
371.0,7.8,82.4,3.7,2.7,0.0,1.67,5.0,50.0,11.25,1131.0,1.25,10.0,0.0,30.0,149.0,0.0,292.0,0.0,2.1
433.0,7.9,75.9,23.3,6.2,395.0,0.9,2.6,0.0,1.83,583.0,0.7,42.0,0.3,14.2,76.0,0.0,234.0,25.7,2.6
399.0,7.0,82.0,21.9,5.2,748.0,1.7,5.2,0.2,0.5,1159.0,1.3,19.0,0.14,15.5,36.0,0.0,140.0,17.3,1.0
350.0,11.91,75.27,12.25,16.6,0.0,0.03,0.0,0.0,1.27,6.0,0.13,55.0,0.09,5.89,28.0,0.18,460.0,1.8,0.31
333.0,7.41,84.0,18.52,18.5,0.0,0.243,0.0,55.6,0.89,19.0,0.111,70.0,0.301,1.33,107.0,0.0,126.0,16.7,1.28
397.0,7.1,75.9,36.3,10.6,0.0,1.67,5.0,50.0,0.67,441.0,1.25,67.0,0.0,15.0,48.0,0.0,112.0,0.0,5.0
387.0,5.1,85.1,38.1,1.4,0.0,1.67,5.0,20.0,0.0,553.0,1.25,7.0,0.0,15.0,36.0,0.0,77.0,0.0,0.8
378.0,4.3,89.6,51.1,7.4,0.0,1.79,5.4,54.0,0.0,594.0,1.34,10.0,0.0,16.1,23.0,0.0,61.0,0.0,5.4
397.0,5.9,83.0,33.9,9.0,0.0,1.78,5.0,54.0,0.0,594.0,1.34,20.0,0.0,16.1,43.0,0.0,96.0,0.0,5.4
399.0,6.7,83.3,24.0,5.4,0.0,1.7,4.8,15.6,0.0,535.0,1.2,26.0,0.2,26.1,46.0,0.0,139.0,0.0,1.0
318.0,10.7,76.2,14.6,10.5,0.0,0.25,0.0,0.0,0.67,0.0,0.32,29.0,0.0,3.0,106.0,0.0,242.0,0.0,2.2
400.0,7.1,82.8,20.4,5.8,0.0,1.7,5.0,0.4,0.0,0.0,1.3,36.0,0.2,28.0,46.0,0.0,145.0,0.0,1.0
375.0,6.3,83.2,28.1,9.4,0.0,1.56,4.69,46.9,0.0,0.0,1.2,313.0,0.0,25.29,50.0,0.0,125.0,0.0,11.69
387.0,6.0,82.69,32.79,6.2,0.0,1.85,5.59,22.2,0.0,616.0,1.39,370.0,0.0,16.7,59.0,0.0,296.0,0.0,13.89
348.0,7.9,79.5,22.1,18.2,0.0,0.9,2.7,10.9,0.0,0.0,0.69,182.0,0.0,8.19,58.0,0.0,182.0,0.0,6.8
253.0,3.29,84.0,17.29,35.2,0.0,1.66,5.0,20.0,0.0,0.0,1.29,1333.0,0.0,15.0,53.0,0.0,267.0,0.0,12.5
387.0,9.1,79.5,29.1,7.5,0.0,1.61,4.8,19.4,0.0,0.0,1.2,323.0,0.0,14.5,103.0,0.0,258.0,0.0,12.1
378.0,6.5,82.0,20.89,7.3,0.0,1.85,5.59,55.6,0.0,0.0,1.39,370.0,0.0,33.29,59.0,0.0,222.0,0.0,13.89
400.0,3.29,83.3,53.29,3.3,400.0,1.29,4.0,16.0,0.0,893.0,1.0,267.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0
350.0,8.81,79.4,18.44,10.3,0.0,1.33,3.05,0.0,0.67,848.0,1.1,33.0,0.0,29.45,73.0,0.0,331.0,0.0,6.81
390.0,7.59,84.08,22.09,6.2,0.0,2.95,8.3,32.8,0.31,1121.0,2.29,23.0,0.0,45.7,54.0,0.0,202.0,0.0,19.65
379.0,7.8,77.26,20.26,6.1,0.0,2.69,7.55,29.6,1.37,1121.0,2.09,33.0,0.0,41.38,61.0,0.0,204.0,0.0,17.87
349.0,7.57,77.95,32.43,5.9,0.0,1.96,5.88,30.6,0.0,1121.0,1.78,374.0,0.0,34.63,87.0,0.0,307.0,0.0,13.71
342.0,8.8,82.1,17.8,10.6,0.0,0.91,2.7,0.0,0.67,0.0,0.68,33.0,0.0,29.5,83.0,0.0,359.0,0.0,2.7
408.0,4.69,82.8,26.0,2.0,0.0,1.61,4.8,19.4,0.0,0.0,1.2,323.0,0.0,29.0,26.0,0.0,129.0,0.0,12.1
410.0,5.19,78.59,29.39,4.8,0.0,1.66,5.0,20.0,0.0,0.0,1.29,333.0,0.0,15.0,27.0,0.0,133.0,0.0,12.5
368.0,9.25,76.67,30.28,7.2,692.0,1.464,0.0,0.0,0.51,240.0,1.069,258.0,0.24,10.36,90.0,2.297,305.0,16.8,1.72
407.0,5.69,81.59,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.7,0.0,0.0,148.0,0.0,0.0
390.0,6.8,82.0,32.5,6.0,0.0,1.78,5.4,21.4,0.0,0.0,1.29,357.0,0.0,28.89,57.0,0.0,214.0,0.0,13.39
387.0,9.39,83.0,13.19,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
371.0,8.3,83.09,24.79,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,67.0,0.0,2.4,53.0,0.0,200.0,0.0,1.0
376.0,7.63,80.1,21.53,9.1,0.0,1.586,4.75,71.3,5.58,0.0,2.378,0.0,0.0,32.11,77.0,0.0,322.0,0.0,11.89
361.0,16.37,64.25,1.25,13.0,0.0,1.056,0.0,0.1,0.56,0.0,1.018,268.0,0.0,10.13,116.0,0.0,392.0,0.0,2.6
361.0,16.5,64.42,1.29,12.6,0.0,1.018,0.0,0.1,0.55,0.0,0.735,243.0,0.0,8.78,117.0,0.0,396.0,0.0,2.6
366.0,8.79,75.67,14.7,22.3,0.0,1.241,0.0,0.2,0.43,0.0,0.762,278.0,0.0,9.41,91.0,0.0,306.0,0.0,2.04
386.0,9.81,69.47,18.71,7.7,0.0,0.127,0.0,2.8,0.45,0.0,0.352,64.0,0.0,3.08,98.0,0.0,287.0,0.0,2.15
390.0,8.18,70.53,29.36,7.0,0.0,0.148,0.0,0.9,0.36,0.0,0.269,57.0,0.0,2.77,86.0,0.0,239.0,0.0,1.83
353.0,11.31,72.58,20.43,8.5,0.0,0.158,0.2,9.4,0.47,0.0,0.378,124.0,0.0,3.13,113.0,0.0,358.0,0.0,2.56
387.0,10.1,68.61,24.85,7.4,0.0,0.121,0.0,16.1,2.46,0.0,0.293,105.0,0.0,2.8,115.0,0.0,302.0,0.0,2.18
394.0,12.02,66.73,26.34,7.1,0.0,0.231,0.21,0.7,0.5,0.0,0.334,132.0,0.0,2.99,103.0,0.0,333.0,0.0,2.14
361.0,16.5,64.21,1.27,13.0,0.0,1.025,0.0,0.1,0.56,0.0,0.741,245.0,0.0,8.84,119.0,0.0,402.0,0.0,2.65
351.0,9.19,84.3,20.2,10.8,0.0,0.88,3.0,0.0,0.0,594.0,0.67,29.0,0.0,28.89,77.0,0.0,343.0,0.0,2.7
347.0,7.4,81.19,31.29,9.2,0.0,0.86,3.0,2.0,0.0,0.0,0.64,47.0,0.0,7.8,106.0,0.0,252.0,0.0,2.7
342.0,8.69,79.9,23.39,5.0,0.0,0.15,0.0,1.0,0.0,0.0,0.23,24.0,0.0,2.09,50.0,0.0,119.0,0.0,0.89
380.0,5.3,87.3,40.29,8.6,0.0,1.66,5.0,50.0,0.0,0.0,1.25,13.0,0.0,15.0,27.0,0.0,58.0,0.0,5.0
401.0,7.3,76.4,31.7,9.4,0.0,1.61,5.0,48.0,0.0,0.0,1.21,57.0,0.0,14.5,32.0,0.0,97.0,0.0,5.0
349.0,7.3,82.69,31.29,9.6,0.0,0.93,3.0,2.0,0.0,0.0,0.7,39.0,0.0,8.5,96.0,0.0,235.0,0.0,2.79
364.0,7.59,86.59,20.7,9.6,0.0,2.25,7.0,68.0,0.0,0.0,1.69,36.0,0.0,29.0,63.0,0.0,200.0,0.0,1.7
370.0,14.1,61.9,23.79,9.2,0.0,0.76,2.0,23.0,2.6,0.0,0.57,385.0,0.0,10.39,115.0,0.0,431.0,0.0,1.89
361.0,15.0,63.29,22.39,9.3,0.0,0.76,1.0,23.0,2.6,0.0,0.57,385.0,0.0,10.39,115.0,0.0,467.0,0.0,1.7
371.0,15.39,62.09,22.0,9.3,0.0,0.76,1.0,23.0,2.6,0.0,0.57,385.0,0.0,10.39,115.0,0.0,457.0,0.0,1.79
330.0,21.5,70.09,17.79,17.3,0.0,0.1,0.0,0.0,0.0,0.0,0.18,105.0,0.0,5.3,76.0,0.0,226.0,0.0,1.39
376.0,8.6,84.0,18.5,9.8,0.0,1.55,5.0,47.0,0.0,0.0,1.16,22.0,0.0,28.1,84.0,0.0,193.0,0.0,5.0
375.0,7.59,81.5,27.5,10.3,0.0,2.5,7.0,75.0,0.0,0.0,1.87,105.0,0.0,25.7,74.0,0.0,196.0,0.0,4.0
343.0,9.1,82.1,17.2,10.8,0.0,0.91,3.0,0.0,0.0,0.0,0.68,32.0,0.0,29.5,86.0,0.0,364.0,0.0,2.7
32.0,0.4,7.69,0.0,1.1,38.0,0.009,0.0,1677.6,0.0,14.0,0.02,12.0,0.086,0.2,18.0,0.0,11.0,0.6,0.1
23.0,0.4,4.8,4.5,0.3,25.0,0.004,0.0,1600.0,0.18,14.0,0.02,10.0,0.086,0.5,12.0,0.0,9.0,0.1,0.1
52.0,0.26,13.81,10.39,2.4,3.0,0.041,0.0,4.6,0.18,3.0,0.017,6.0,0.027,0.12,5.0,0.035,11.0,0.0,0.04
48.0,0.27,12.76,10.1,1.3,2.0,0.037,0.0,4.0,0.05,0.0,0.019,5.0,0.031,0.07,4.0,0.038,11.0,0.0,0.05
53.0,0.26,13.64,11.01,2.4,2.0,0.044,0.0,0.2,0.05,1.0,0.016,5.0,0.035,0.19,3.0,0.118,8.0,0.3,0.04
56.0,0.28,14.41,11.61,2.8,2.0,0.046,0.0,0.3,0.05,1.0,0.017,5.0,0.046,0.17,3.0,0.142,8.0,0.3,0.04
67.0,0.18,16.7,15.0,1.7,3.0,0.044,0.0,0.4,0.21,0.0,0.009,4.0,0.053,0.23,2.0,0.153,5.0,0.3,0.03
67.0,0.18,16.84,14.84,2.0,3.0,0.044,0.0,0.2,0.21,0.0,0.009,4.0,0.051,0.24,3.0,0.165,6.0,0.3,0.05
346.0,1.32,93.53,81.13,12.4,4.0,0.28,0.0,2.2,0.75,1.0,0.046,19.0,0.271,2.0,22.0,0.128,55.0,1.8,0.29
74.0,0.28,19.91,0.0,2.6,1.0,0.054,0.0,0.6,0.0,0.0,0.008,4.0,0.058,0.43,5.0,0.027,12.0,0.4,0.06
243.0,0.93,65.89,57.19,8.7,0.0,0.125,0.0,3.9,0.53,0.0,0.0,14.0,0.191,1.4,16.0,0.09,38.0,1.3,0.2
57.0,0.22,15.32,13.32,2.0,1.0,0.05,0.0,1.0,0.12,0.0,0.006,3.0,0.044,0.33,4.0,0.021,9.0,0.3,0.05
83.0,0.2,20.73,0.0,1.9,1.0,0.047,0.0,0.9,0.0,0.0,0.006,3.0,0.042,0.31,3.0,0.02,8.0,0.0,0.04
48.0,0.28,12.31,10.1,1.3,0.0,0.034,0.0,0.1,0.0,1.0,0.013,4.0,0.058,0.18,3.0,0.169,8.0,0.2,0.05
47.0,0.29,12.0,0.0,1.3,0.0,0.032,0.0,0.4,0.0,1.0,0.014,5.0,0.065,0.19,3.0,0.146,8.0,0.2,0.05
46.0,0.1,11.3,9.62,0.2,0.0,0.018,0.0,0.9,0.01,0.0,0.021,8.0,0.012,0.12,5.0,0.074,7.0,0.1,0.02
166.0,0.51,41.0,38.83,0.4,0.0,0.116,0.0,2.1,0.04,1.0,0.011,20.0,0.05,0.91,17.0,0.225,25.0,0.4,0.13
47.0,0.14,11.54,10.93,0.1,0.0,0.033,0.0,0.6,0.01,0.0,0.003,6.0,0.014,0.26,5.0,0.063,7.0,0.1,0.04
42.0,0.17,11.27,9.39,1.1,1.0,0.027,0.0,1.0,0.16,3.0,0.026,4.0,0.027,0.23,3.0,0.025,5.0,0.3,0.03
68.0,0.16,17.49,14.67,1.2,0.0,0.027,0.0,1.7,0.18,1.0,0.017,3.0,0.032,0.12,3.0,0.03,6.0,0.3,0.03
48.0,1.4,11.12,9.24,2.0,96.0,0.054,0.0,10.0,0.89,9.0,0.03,13.0,0.078,0.39,10.0,0.077,23.0,0.1,0.2
27.0,0.71,6.39,4.79,1.6,98.0,0.054,0.0,3.4,0.6,2.0,0.021,8.0,0.082,0.32,7.0,0.053,13.0,0.1,0.11
22.0,0.69,5.48,0.0,1.1,91.0,0.054,0.0,1.8,0.0,2.0,0.02,8.0,0.068,0.54,9.0,0.053,16.0,0.0,0.11
48.0,0.63,12.34,10.74,1.6,85.0,0.054,0.0,4.9,0.6,2.0,0.018,12.0,0.054,0.3,10.0,0.052,20.0,0.1,0.11
49.0,0.6,12.5,0.0,1.6,64.0,0.054,0.0,4.0,0.0,2.0,0.02,10.0,0.04,0.3,6.0,0.052,12.0,0.0,0.08
63.0,0.53,16.49,14.89,1.6,66.0,0.054,0.0,2.7,0.6,2.0,0.016,11.0,0.079,0.39,8.0,0.052,13.0,0.1,0.11
83.0,0.53,21.47,19.87,1.6,62.0,0.054,0.0,3.1,0.6,2.0,0.02,9.0,0.078,0.3,7.0,0.051,12.0,0.1,0.11
83.0,0.51,21.45,0.0,1.6,62.0,0.054,0.0,2.8,0.0,2.0,0.019,9.0,0.065,0.43,8.0,0.051,13.0,0.0,0.1
96.0,0.55,24.85,0.0,1.6,74.0,0.054,0.0,2.4,0.0,2.0,0.016,8.0,0.064,0.62,8.0,0.05,15.0,0.0,0.1
320.0,4.9,82.89,0.0,0.0,633.0,0.52,0.0,9.5,0.0,4.0,0.043,61.0,0.576,6.31,63.0,0.369,157.0,0.0,1.0
126.0,1.93,32.62,0.0,0.0,220.0,0.161,0.0,7.1,0.0,2.0,0.013,24.0,0.227,2.48,25.0,0.145,62.0,0.0,0.39
241.0,3.39,62.64,53.44,7.3,180.0,0.143,0.0,1.0,4.33,10.0,0.015,55.0,0.343,2.66,32.0,0.235,71.0,2.2,0.39
85.0,1.2,22.15,19.57,2.6,64.0,0.051,0.0,0.3,1.53,3.0,0.005,19.0,0.121,0.94,11.0,0.083,25.0,0.8,0.14
113.0,1.17,29.26,0.0,4.1,107.0,0.103,0.0,1.4,0.0,0.0,0.005,15.0,0.138,1.52,15.0,0.088,38.0,0.0,0.24
98.0,0.7,25.1,0.0,2.2,84.0,0.06,0.0,9.0,0.0,2.0,0.02,10.0,0.064,0.9,9.0,0.05,19.0,0.4,0.1
56.0,0.37,14.39,13.79,0.6,66.0,0.022,0.0,0.6,0.31,1.0,0.009,7.0,0.073,0.38,5.0,0.032,9.0,0.0,0.09
160.0,2.0,8.53,0.66,6.7,7.0,0.257,0.0,10.0,2.07,81.0,0.067,12.0,0.19,0.55,29.0,0.142,52.0,0.4,0.64
167.0,1.96,8.64,0.3,6.8,7.0,0.287,0.0,8.8,1.97,89.0,0.075,13.0,0.17,0.61,29.0,0.149,54.0,0.4,0.68
120.0,2.23,7.82,2.42,5.6,7.0,0.078,0.0,17.4,2.66,35.0,0.021,10.0,0.311,0.17,24.0,0.095,40.0,0.0,0.4
89.0,1.09,22.84,12.23,2.6,3.0,0.367,0.0,8.7,0.1,20.0,0.031,5.0,0.078,0.26,27.0,0.27,22.0,1.0,0.15
346.0,3.89,88.28,47.3,9.9,12.0,0.44,0.0,7.0,0.39,14.0,0.18,22.0,0.391,1.15,108.0,0.574,74.0,3.9,0.61
43.0,1.39,9.61,4.88,5.3,11.0,0.03,0.0,21.0,1.17,25.0,0.02,29.0,0.165,0.62,20.0,0.646,22.0,0.4,0.53
38.0,0.3,7.8,7.7,0.1,6.0,0.021,0.0,11.3,0.9,10.0,0.012,12.0,0.114,0.48,21.0,0.0,12.0,0.3,0.41
333.0,1.25,80.45,67.15,2.5,141.0,0.101,0.0,19.3,0.17,11.0,0.058,38.0,0.229,0.68,22.0,0.0,36.0,0.4,0.25
92.0,1.31,23.1,19.7,3.4,11.0,0.036,0.0,2.8,0.78,27.0,0.027,21.0,0.133,0.65,17.0,0.697,14.0,0.3,0.18
64.0,1.18,15.67,10.67,5.0,6.0,0.061,0.0,3.1,1.17,34.0,0.029,29.0,0.12,0.8,22.0,1.223,30.0,0.4,0.25
57.0,0.74,14.49,9.96,2.4,3.0,0.052,0.0,9.7,0.57,6.0,0.037,6.0,0.057,0.28,6.0,0.336,12.0,0.1,0.16
88.0,0.65,22.06,20.46,1.6,2.0,0.036,0.0,1.1,0.38,2.0,0.034,5.0,0.053,0.33,4.0,0.203,10.0,0.1,0.07
57.0,0.0,13.85,0.0,4.4,3.0,0.02,0.0,1.7,0.26,0.0,0.03,17.0,0.0,0.58,7.0,2.87,13.0,0.0,0.67
51.0,0.42,12.17,8.45,2.7,2.0,0.059,0.0,2.5,0.48,7.0,0.032,8.0,0.033,0.18,5.0,0.147,11.0,0.1,0.07
85.0,0.4,21.95,19.72,2.2,2.0,0.059,0.0,1.0,0.52,7.0,0.02,6.0,0.039,0.39,2.0,0.262,7.0,0.2,0.06
88.0,0.99,22.31,0.0,2.6,2.0,0.038,0.0,6.2,0.0,34.0,0.026,18.0,0.07,0.43,11.0,0.25,10.0,0.4,0.19
50.0,1.1,12.19,6.89,5.3,3.0,0.056,0.0,3.1,0.87,63.0,0.053,27.0,0.08,0.85,16.0,0.547,27.0,0.2,0.22
103.0,1.07,27.12,11.0,4.9,0.0,0.1,0.0,29.0,0.1,14.0,0.11,17.0,0.084,0.54,25.0,0.06,30.0,0.6,0.12
31.0,1.04,6.73,3.98,2.8,3.0,0.017,0.0,34.4,0.15,12.0,0.014,3.0,0.137,0.08,10.0,0.037,12.0,0.6,0.12
62.0,0.5,13.63,0.0,0.0,2.0,0.0,0.0,38.0,0.0,0.0,0.04,11.0,0.21,1.31,16.0,0.0,7.0,0.0,0.0
75.0,1.57,17.71,12.87,3.0,0.0,0.257,0.0,12.6,0.27,23.0,0.101,10.0,0.069,0.27,17.0,0.093,26.0,0.0,0.16
50.0,1.0,12.18,8.49,1.6,64.0,0.044,0.0,10.0,0.07,8.0,0.03,16.0,0.104,0.32,9.0,0.112,15.0,0.0,0.1
36.0,0.77,8.94,7.6,1.1,38.0,0.044,0.0,2.1,0.23,8.0,0.017,11.0,0.07,1.37,6.0,0.076,10.0,0.0,0.07
75.0,0.74,19.3,0.0,0.8,36.0,0.044,0.0,2.0,0.0,8.0,0.016,10.0,0.068,1.32,6.0,0.073,10.0,0.0,0.07
